rider_id,vehicle_type,zone,join_date,rating
21682,มอเตอร์ไซค์,บางกะปิ,2022-10-16,4.8
21683,มอเตอร์ไซค์,ห้วยขวาง,2022-08-20,4.51
21684,มอเตอร์ไซค์,จตุจักร,2023-12-28,4.55
21685,มอเตอร์ไซค์,วัฒนา,2023-12-08,4.83
21686,มอเตอร์ไซค์,บางรัก,2023-01-30,4.24
21687,จักรยาน,ห้วยขวาง,2024-02-22,4.46
21688,มอเตอร์ไซค์,บางนา,2023-04-02,4.75
21689,มอเตอร์ไซค์,จตุจักร,2023-03-08,4.21
21690,มอเตอร์ไซค์,ลาดพร้าว,2023-04-20,4.74
21691,มอเตอร์ไซค์,พญาไท,2023-06-15,4.23
21692,มอเตอร์ไซค์,คลองเตย,2023-07-10,4.62
21693,มอเตอร์ไซค์,ลาดพร้าว,2023-10-13,4.37
21694,มอเตอร์ไซค์,ดินแดง,2024-01-10,4.01
21695,มอเตอร์ไซค์,วัฒนา,2023-10-03,4.99
21696,มอเตอร์ไซค์,บางนา,2023-07-23,4.55
21697,มอเตอร์ไซค์,บางนา,2023-04-19,5.0
21698,มอเตอร์ไซค์,พญาไท,2023-11-13,4.59
21699,มอเตอร์ไซค์,วัฒนา,2023-04-02,3.35
21700,มอเตอร์ไซค์,จตุจักร,2024-06-17,4.19
21701,มอเตอร์ไซค์,บางนา,2022-11-25,3.9
21702,มอเตอร์ไซค์,บางรัก,2023-12-02,4.1
21703,มอเตอร์ไซค์,ดินแดง,2022-08-06,4.28
21704,มอเตอร์ไซค์,วัฒนา,2024-01-11,4.3
21705,มอเตอร์ไซค์,จตุจักร,2023-06-11,4.92
21706,มอเตอร์ไซค์,วัฒนา,2023-04-01,3.6
21707,มอเตอร์ไซค์,ดินแดง,2023-03-09,4.3
21708,จักรยาน,ห้วยขวาง,2023-05-13,4.29
21709,มอเตอร์ไซค์,ห้วยขวาง,2022-07-20,4.66
21710,มอเตอร์ไซค์,ห้วยขวาง,2023-03-08,3.59
21711,มอเตอร์ไซค์,ดินแดง,2023-08-24,4.86
21712,มอเตอร์ไซค์,จตุจักร,2024-07-24,4.08
21713,มอเตอร์ไซค์,พญาไท,2023-12-03,4.14
21714,จักรยาน,ห้วยขวาง,2022-08-31,4.55
21715,มอเตอร์ไซค์,ลาดพร้าว,2024-02-15,4.81
21716,มอเตอร์ไซค์,สวนหลวง,2024-04-30,4.25
21717,มอเตอร์ไซค์,บางกะปิ,2024-06-02,4.41
21718,มอเตอร์ไซค์,บางนา,2023-07-20,4.68
21719,มอเตอร์ไซค์,บางรัก,2024-05-18,5.0
21720,มอเตอร์ไซค์,ห้วยขวาง,2023-11-19,4.83
21721,มอเตอร์ไซค์,ดินแดง,2024-04-05,3.9
21722,มอเตอร์ไซค์,บางนา,2024-01-23,4.48
21723,มอเตอร์ไซค์,บางนา,2023-03-10,3.6
21724,มอเตอร์ไซค์,ห้วยขวาง,2023-05-16,4.08
21725,มอเตอร์ไซค์,บางรัก,2023-10-29,4.03
21726,มอเตอร์ไซค์,ห้วยขวาง,2023-04-12,4.56
21727,มอเตอร์ไซค์,ห้วยขวาง,2022-09-21,4.76
21728,มอเตอร์ไซค์,จตุจักร,2024-01-31,4.38
21729,มอเตอร์ไซค์,บางนา,2023-05-21,4.41
21730,มอเตอร์ไซค์,บางนา,2022-10-06,4.01
21731,มอเตอร์ไซค์,บางนา,2023-04-05,4.49
21732,จักรยาน,ห้วยขวาง,2024-03-01,4.78
21733,มอเตอร์ไซค์,บางนา,2023-05-24,4.4
21734,มอเตอร์ไซค์,ห้วยขวาง,2022-12-17,3.65
21735,จักรยาน,บางนา,2023-11-25,4.89
21736,มอเตอร์ไซค์,คลองเตย,2023-04-16,4.24
21737,มอเตอร์ไซค์,บางนา,2023-05-20,4.5
21738,มอเตอร์ไซค์,ห้วยขวาง,2022-08-13,4.37
21739,รถยนต์,สวนหลวง,2023-05-04,4.41
21740,มอเตอร์ไซค์,จตุจักร,2024-03-19,4.11
21741,รถยนต์,บางนา,2023-03-09,4.54
21742,มอเตอร์ไซค์,ลาดพร้าว,2024-07-02,4.52
21743,มอเตอร์ไซค์,สาทร,2022-09-30,4.44
21744,มอเตอร์ไซค์,สวนหลวง,2023-07-29,4.6
21745,มอเตอร์ไซค์,บางนา,2022-06-13,4.62
21746,มอเตอร์ไซค์,พญาไท,2023-02-27,4.42
21747,มอเตอร์ไซค์,จตุจักร,2023-10-27,3.93
21748,มอเตอร์ไซค์,พญาไท,2023-12-07,4.38
21749,มอเตอร์ไซค์,บางนา,2023-06-25,3.53
21750,มอเตอร์ไซค์,ดินแดง,2022-11-17,5.0
21751,มอเตอร์ไซค์,ลาดพร้าว,2022-10-01,3.39
21752,มอเตอร์ไซค์,ลาดพร้าว,2023-06-30,4.28
21753,มอเตอร์ไซค์,คลองเตย,2022-09-21,4.24
21754,มอเตอร์ไซค์,คลองเตย,2023-06-08,4.38
21755,มอเตอร์ไซค์,ลาดพร้าว,2024-03-12,4.0
21756,จักรยาน,ห้วยขวาง,2022-12-26,4.49
21757,มอเตอร์ไซค์,พญาไท,2023-04-10,4.28
21758,มอเตอร์ไซค์,วัฒนา,2023-07-31,3.58
21759,จักรยาน,ห้วยขวาง,2023-08-24,4.23
21760,มอเตอร์ไซค์,บางนา,2022-08-13,3.98
21761,มอเตอร์ไซค์,จตุจักร,2024-05-14,4.63
21762,มอเตอร์ไซค์,สาทร,2023-02-27,4.06
21763,มอเตอร์ไซค์,ห้วยขวาง,2023-01-12,4.85
21764,มอเตอร์ไซค์,พญาไท,2023-08-06,3.87
21765,จักรยาน,วัฒนา,2024-02-06,3.49
21766,มอเตอร์ไซค์,พญาไท,2022-08-22,4.81
21767,มอเตอร์ไซค์,สวนหลวง,2024-01-12,4.52
21768,จักรยาน,ห้วยขวาง,2023-06-15,4.78
21769,มอเตอร์ไซค์,บางนา,2024-06-22,4.15
21770,มอเตอร์ไซค์,บางรัก,2022-06-04,4.53
21771,มอเตอร์ไซค์,คลองเตย,2023-05-27,4.42
21772,รถยนต์,สาทร,2023-07-27,3.97
21773,มอเตอร์ไซค์,บางนา,2023-09-11,4.12
21774,มอเตอร์ไซค์,จตุจักร,2023-01-01,4.83
21775,มอเตอร์ไซค์,ลาดพร้าว,2023-04-06,4.99
21776,มอเตอร์ไซค์,วัฒนา,2024-04-01,4.23
21777,มอเตอร์ไซค์,บางกะปิ,2024-02-04,4.34
21778,มอเตอร์ไซค์,สาทร,2024-06-06,4.67
21779,มอเตอร์ไซค์,คลองเตย,2023-10-12,3.97
21780,จักรยาน,วัฒนา,2023-12-28,4.28
21781,มอเตอร์ไซค์,บางนา,2023-05-07,3.78
21782,มอเตอร์ไซค์,คลองเตย,2024-07-11,4.62
21783,มอเตอร์ไซค์,สวนหลวง,2024-03-13,4.6
21784,มอเตอร์ไซค์,ห้วยขวาง,2023-04-16,4.64
21785,มอเตอร์ไซค์,จตุจักร,2022-09-06,4.25
21786,มอเตอร์ไซค์,บางรัก,2024-07-13,4.62
21787,มอเตอร์ไซค์,จตุจักร,2023-03-29,4.6
21788,มอเตอร์ไซค์,ดินแดง,2023-07-21,4.35
21789,มอเตอร์ไซค์,ห้วยขวาง,2024-07-10,4.58
21790,มอเตอร์ไซค์,บางรัก,2023-04-10,4.56
21791,มอเตอร์ไซค์,ห้วยขวาง,2022-08-02,4.84
21792,มอเตอร์ไซค์,ดินแดง,2022-07-30,4.25
21793,มอเตอร์ไซค์,ห้วยขวาง,2023-07-30,4.14
21794,จักรยาน,ลาดพร้าว,2024-06-25,4.05
21795,มอเตอร์ไซค์,สวนหลวง,2023-02-07,4.31
21796,มอเตอร์ไซค์,จตุจักร,2023-12-31,4.05
21797,มอเตอร์ไซค์,ลาดพร้าว,2024-01-10,4.08
21798,มอเตอร์ไซค์,ลาดพร้าว,2024-06-05,4.58
21799,มอเตอร์ไซค์,คลองเตย,2023-09-24,4.48
21800,มอเตอร์ไซค์,บางนา,2023-09-27,4.46
21801,มอเตอร์ไซค์,ห้วยขวาง,2023-04-29,5.0
21802,มอเตอร์ไซค์,ลาดพร้าว,2022-10-10,4.3
21803,มอเตอร์ไซค์,ห้วยขวาง,2022-08-30,3.65
21804,มอเตอร์ไซค์,บางนา,2023-03-28,4.96
21805,มอเตอร์ไซค์,ดินแดง,2023-02-07,4.16
21806,จักรยาน,คลองเตย,2022-08-30,4.64
21807,มอเตอร์ไซค์,พญาไท,2024-02-11,4.63
21808,รถยนต์,คลองเตย,2023-08-26,4.72
21809,มอเตอร์ไซค์,ดินแดง,2023-05-08,4.09
21810,มอเตอร์ไซค์,สาทร,2023-11-16,3.94
21811,จักรยาน,บางรัก,2024-06-14,4.09
21812,มอเตอร์ไซค์,ลาดพร้าว,2022-06-27,4.24
21813,จักรยาน,พญาไท,2024-03-09,4.56
21814,มอเตอร์ไซค์,ลาดพร้าว,2024-06-30,5.0
21815,มอเตอร์ไซค์,สวนหลวง,2023-01-02,4.47
21816,จักรยาน,จตุจักร,2023-11-11,3.87
21817,มอเตอร์ไซค์,คลองเตย,2024-03-09,4.66
21818,มอเตอร์ไซค์,จตุจักร,2023-06-17,4.57
21819,มอเตอร์ไซค์,วัฒนา,2023-04-09,3.95
21820,มอเตอร์ไซค์,บางนา,2023-02-01,4.3
21821,มอเตอร์ไซค์,ลาดพร้าว,2024-07-27,4.92
21822,มอเตอร์ไซค์,ลาดพร้าว,2023-06-14,4.01
21823,จักรยาน,จตุจักร,2024-05-20,4.06
21824,มอเตอร์ไซค์,พญาไท,2022-05-30,4.17
21825,มอเตอร์ไซค์,จตุจักร,2023-09-29,4.27
21826,มอเตอร์ไซค์,บางกะปิ,2023-05-10,4.51
21827,จักรยาน,สาทร,2024-01-18,3.79
21828,รถยนต์,วัฒนา,2023-11-12,4.16
21829,มอเตอร์ไซค์,จตุจักร,2024-03-27,4.29
21830,มอเตอร์ไซค์,บางนา,2024-03-02,3.69
21831,มอเตอร์ไซค์,บางกะปิ,2023-05-23,3.54
21832,มอเตอร์ไซค์,พญาไท,2022-07-15,4.7
21833,มอเตอร์ไซค์,บางนา,2023-05-17,4.21
21834,มอเตอร์ไซค์,สวนหลวง,2023-03-08,4.21
21835,มอเตอร์ไซค์,ลาดพร้าว,2023-01-29,4.82
21836,มอเตอร์ไซค์,ดินแดง,2022-08-22,4.41
21837,มอเตอร์ไซค์,ห้วยขวาง,2022-07-11,3.67
21838,มอเตอร์ไซค์,บางกะปิ,2023-11-21,4.18
21839,มอเตอร์ไซค์,สาทร,2023-10-15,4.63
21840,มอเตอร์ไซค์,สวนหลวง,2023-03-22,4.64
21841,มอเตอร์ไซค์,วัฒนา,2023-05-24,3.69
21842,มอเตอร์ไซค์,ลาดพร้าว,2023-05-03,4.69
21843,มอเตอร์ไซค์,ลาดพร้าว,2022-05-29,3.87
21844,รถยนต์,บางรัก,2024-02-17,4.49
21845,มอเตอร์ไซค์,ห้วยขวาง,2022-09-09,4.64
21846,มอเตอร์ไซค์,บางรัก,2023-03-25,3.81
21847,มอเตอร์ไซค์,ลาดพร้าว,2022-09-04,4.14
21848,มอเตอร์ไซค์,ดินแดง,2024-03-24,4.13
21849,มอเตอร์ไซค์,บางนา,2024-07-10,4.74
21850,มอเตอร์ไซค์,บางนา,2024-05-15,3.94
21851,มอเตอร์ไซค์,วัฒนา,2023-11-10,4.49
21852,มอเตอร์ไซค์,ห้วยขวาง,2024-07-06,4.25
21853,มอเตอร์ไซค์,ห้วยขวาง,2022-05-30,4.56
21854,มอเตอร์ไซค์,วัฒนา,2024-07-18,4.46
21855,มอเตอร์ไซค์,ห้วยขวาง,2023-09-23,4.26
21856,มอเตอร์ไซค์,บางนา,2022-08-27,4.78
21857,มอเตอร์ไซค์,ห้วยขวาง,2023-03-19,4.74
21858,มอเตอร์ไซค์,ลาดพร้าว,2023-11-20,3.49
21859,มอเตอร์ไซค์,คลองเตย,2022-12-06,4.6
21860,จักรยาน,ห้วยขวาง,2022-11-10,3.88
21861,มอเตอร์ไซค์,บางนา,2022-07-17,4.31
21862,มอเตอร์ไซค์,วัฒนา,2023-01-13,4.54
21863,มอเตอร์ไซค์,สาทร,2024-05-29,4.22
21864,มอเตอร์ไซค์,ดินแดง,2022-12-08,4.03
21865,มอเตอร์ไซค์,ลาดพร้าว,2022-07-14,4.28
21866,มอเตอร์ไซค์,ลาดพร้าว,2022-09-27,4.01
21867,มอเตอร์ไซค์,ดินแดง,2023-04-15,4.2
21868,มอเตอร์ไซค์,คลองเตย,2023-08-22,4.1
21869,มอเตอร์ไซค์,สวนหลวง,2023-02-10,4.39
21870,มอเตอร์ไซค์,บางกะปิ,2023-07-31,4.19
21871,มอเตอร์ไซค์,สาทร,2023-05-04,4.52
21872,มอเตอร์ไซค์,จตุจักร,2024-01-26,4.18
21873,มอเตอร์ไซค์,บางกะปิ,2024-02-15,4.75
21874,มอเตอร์ไซค์,วัฒนา,2023-07-12,4.33
21875,มอเตอร์ไซค์,ห้วยขวาง,2024-06-07,4.67
21876,มอเตอร์ไซค์,ลาดพร้าว,2023-06-18,4.89
21877,มอเตอร์ไซค์,ห้วยขวาง,2023-07-01,3.9
21878,มอเตอร์ไซค์,สวนหลวง,2022-12-06,4.15
21879,จักรยาน,จตุจักร,2023-06-27,3.36
21880,มอเตอร์ไซค์,บางกะปิ,2023-04-24,4.17
21881,จักรยาน,บางนา,2022-12-20,4.29
21882,จักรยาน,ห้วยขวาง,2023-09-10,4.94
21883,มอเตอร์ไซค์,ดินแดง,2023-10-17,4.26
21884,มอเตอร์ไซค์,ดินแดง,2024-03-24,4.18
21885,จักรยาน,สาทร,2023-09-18,4.78
21886,จักรยาน,ห้วยขวาง,2022-07-24,3.62
21887,มอเตอร์ไซค์,พญาไท,2023-08-11,3.7
21888,มอเตอร์ไซค์,บางรัก,2023-08-04,4.33
21889,มอเตอร์ไซค์,พญาไท,2023-11-19,4.3
21890,มอเตอร์ไซค์,วัฒนา,2024-06-26,3.99
21891,จักรยาน,วัฒนา,2024-01-15,4.91
21892,มอเตอร์ไซค์,บางรัก,2024-02-08,4.31
21893,มอเตอร์ไซค์,บางกะปิ,2023-12-29,4.73
21894,มอเตอร์ไซค์,บางนา,2023-11-13,4.17
21895,มอเตอร์ไซค์,คลองเตย,2023-01-26,4.98
21896,มอเตอร์ไซค์,ห้วยขวาง,2022-09-08,4.58
21897,มอเตอร์ไซค์,ลาดพร้าว,2023-09-22,4.29
21898,มอเตอร์ไซค์,บางรัก,2023-08-16,4.24
21899,มอเตอร์ไซค์,สวนหลวง,2023-05-25,4.27
21900,มอเตอร์ไซค์,จตุจักร,2023-07-20,4.29
21901,มอเตอร์ไซค์,บางกะปิ,2023-06-20,4.09
21902,มอเตอร์ไซค์,วัฒนา,2023-02-23,4.12
21903,มอเตอร์ไซค์,บางนา,2023-01-06,4.0
21904,มอเตอร์ไซค์,ดินแดง,2023-07-29,4.49
21905,มอเตอร์ไซค์,บางนา,2024-01-04,4.26
21906,มอเตอร์ไซค์,พญาไท,2022-10-07,4.6
21907,มอเตอร์ไซค์,บางนา,2022-07-11,3.82
21908,มอเตอร์ไซค์,ห้วยขวาง,2022-11-12,4.63
21909,มอเตอร์ไซค์,บางรัก,2023-01-28,4.14
21910,มอเตอร์ไซค์,คลองเตย,2024-01-13,3.98
21911,มอเตอร์ไซค์,ห้วยขวาง,2024-03-04,3.84
21912,มอเตอร์ไซค์,คลองเตย,2023-03-16,5.0
21913,มอเตอร์ไซค์,บางรัก,2022-12-31,3.67
21914,มอเตอร์ไซค์,พญาไท,2022-12-06,3.84
21915,มอเตอร์ไซค์,พญาไท,2023-10-21,4.05
21916,มอเตอร์ไซค์,ห้วยขวาง,2024-06-30,4.15
21917,มอเตอร์ไซค์,วัฒนา,2022-12-28,4.38
21918,มอเตอร์ไซค์,สาทร,2023-06-16,3.84
21919,มอเตอร์ไซค์,บางรัก,2022-09-16,4.07
21920,มอเตอร์ไซค์,จตุจักร,2023-06-30,4.9
21921,มอเตอร์ไซค์,ลาดพร้าว,2024-03-14,4.23
21922,มอเตอร์ไซค์,จตุจักร,2024-01-15,4.96
21923,มอเตอร์ไซค์,วัฒนา,2023-09-05,4.4
21924,มอเตอร์ไซค์,ห้วยขวาง,2023-05-09,4.0
21925,มอเตอร์ไซค์,จตุจักร,2022-09-30,4.04
21926,มอเตอร์ไซค์,สาทร,2023-09-30,4.58
21927,มอเตอร์ไซค์,พญาไท,2024-07-09,5.0
21928,มอเตอร์ไซค์,สาทร,2024-03-18,3.97
21929,มอเตอร์ไซค์,บางรัก,2022-11-06,3.96
21930,มอเตอร์ไซค์,ห้วยขวาง,2023-04-27,4.29
21931,จักรยาน,คลองเตย,2022-11-26,4.14
21932,มอเตอร์ไซค์,ดินแดง,2023-04-07,3.89
21933,มอเตอร์ไซค์,วัฒนา,2022-12-23,4.45
21934,มอเตอร์ไซค์,จตุจักร,2022-10-27,4.06
21935,รถยนต์,สาทร,2024-07-23,3.91
21936,มอเตอร์ไซค์,บางกะปิ,2022-05-28,4.58
21937,มอเตอร์ไซค์,พญาไท,2023-08-01,3.61
21938,มอเตอร์ไซค์,บางนา,2023-01-23,4.0
21939,มอเตอร์ไซค์,จตุจักร,2024-02-18,3.88
21940,มอเตอร์ไซค์,ลาดพร้าว,2022-07-15,3.53
21941,มอเตอร์ไซค์,พญาไท,2022-07-03,4.07
21942,มอเตอร์ไซค์,สวนหลวง,2023-02-13,5.0
21943,รถยนต์,บางกะปิ,2022-06-06,4.23
21944,มอเตอร์ไซค์,วัฒนา,2022-10-21,4.23
21945,มอเตอร์ไซค์,จตุจักร,2022-12-26,3.83
21946,มอเตอร์ไซค์,สาทร,2023-07-18,4.56
21947,มอเตอร์ไซค์,ลาดพร้าว,2024-03-16,4.3
21948,มอเตอร์ไซค์,บางรัก,2023-07-26,3.9
21949,มอเตอร์ไซค์,ลาดพร้าว,2022-06-08,3.95
21950,มอเตอร์ไซค์,ห้วยขวาง,2024-02-23,4.16
21951,มอเตอร์ไซค์,จตุจักร,2023-02-18,4.07
21952,มอเตอร์ไซค์,วัฒนา,2023-12-08,4.42
21953,มอเตอร์ไซค์,บางนา,2024-04-07,4.58
21954,จักรยาน,สวนหลวง,2024-04-11,4.39
21955,มอเตอร์ไซค์,ดินแดง,2022-11-28,4.43
21956,มอเตอร์ไซค์,บางกะปิ,2023-04-19,4.43
21957,มอเตอร์ไซค์,บางนา,2024-07-09,4.5
21958,มอเตอร์ไซค์,วัฒนา,2023-11-11,4.96
21959,มอเตอร์ไซค์,วัฒนา,2024-02-19,4.42
21960,มอเตอร์ไซค์,บางนา,2023-11-30,4.16
21961,มอเตอร์ไซค์,ลาดพร้าว,2022-11-21,4.53
21962,จักรยาน,คลองเตย,2022-09-07,3.8
21963,มอเตอร์ไซค์,ลาดพร้าว,2022-06-27,4.25
21964,มอเตอร์ไซค์,บางรัก,2022-12-08,4.44
21965,มอเตอร์ไซค์,สาทร,2022-12-11,3.96
21966,มอเตอร์ไซค์,ห้วยขวาง,2022-08-10,3.76
21967,มอเตอร์ไซค์,ห้วยขวาง,2024-06-20,4.06
21968,มอเตอร์ไซค์,สาทร,2022-07-09,4.14
21969,จักรยาน,วัฒนา,2023-06-20,4.53
21970,มอเตอร์ไซค์,จตุจักร,2023-11-02,5.0
21971,มอเตอร์ไซค์,ดินแดง,2022-11-13,4.34
21972,มอเตอร์ไซค์,พญาไท,2023-04-25,3.7
21973,มอเตอร์ไซค์,วัฒนา,2024-03-08,4.47
21974,มอเตอร์ไซค์,ห้วยขวาง,2022-05-25,3.78
21975,มอเตอร์ไซค์,พญาไท,2022-10-30,4.54
21976,มอเตอร์ไซค์,พญาไท,2023-01-16,3.73
21977,มอเตอร์ไซค์,ลาดพร้าว,2024-01-23,4.72
21978,มอเตอร์ไซค์,จตุจักร,2022-12-09,4.83
21979,มอเตอร์ไซค์,สาทร,2023-12-16,4.63
21980,มอเตอร์ไซค์,ห้วยขวาง,2022-10-08,4.52
21981,มอเตอร์ไซค์,สวนหลวง,2023-05-15,5.0
21982,มอเตอร์ไซค์,จตุจักร,2023-01-08,4.89
21983,มอเตอร์ไซค์,ห้วยขวาง,2023-03-17,4.54
21984,มอเตอร์ไซค์,สวนหลวง,2023-01-30,4.55
21985,มอเตอร์ไซค์,ลาดพร้าว,2022-08-02,4.05
21986,มอเตอร์ไซค์,พญาไท,2023-05-14,5.0
21987,มอเตอร์ไซค์,สาทร,2022-06-27,3.96
21988,มอเตอร์ไซค์,พญาไท,2024-03-15,3.83
21989,มอเตอร์ไซค์,พญาไท,2022-07-25,4.7
21990,มอเตอร์ไซค์,วัฒนา,2024-02-04,4.33
21991,รถยนต์,สาทร,2022-11-12,4.64
21992,มอเตอร์ไซค์,สาทร,2023-10-13,4.56
21993,มอเตอร์ไซค์,บางนา,2023-12-07,4.28
21994,มอเตอร์ไซค์,สาทร,2024-01-05,4.83
21995,จักรยาน,ลาดพร้าว,2023-01-22,3.81
21996,มอเตอร์ไซค์,ห้วยขวาง,2022-07-08,3.81
21997,มอเตอร์ไซค์,บางกะปิ,2022-10-20,3.76
21998,มอเตอร์ไซค์,คลองเตย,2023-08-07,3.72
21999,มอเตอร์ไซค์,บางรัก,2023-09-25,4.17
22000,มอเตอร์ไซค์,ลาดพร้าว,2023-05-11,3.71
22001,จักรยาน,สาทร,2023-01-19,4.93
22002,มอเตอร์ไซค์,สวนหลวง,2024-05-16,4.93
22003,มอเตอร์ไซค์,ลาดพร้าว,2022-07-17,4.74
22004,มอเตอร์ไซค์,จตุจักร,2023-04-19,4.42
22005,มอเตอร์ไซค์,บางนา,2022-09-07,4.47
22006,มอเตอร์ไซค์,ลาดพร้าว,2023-07-02,4.31
22007,มอเตอร์ไซค์,พญาไท,2023-05-25,3.52
22008,มอเตอร์ไซค์,วัฒนา,2022-07-22,4.39
22009,มอเตอร์ไซค์,บางนา,2024-04-06,3.73
22010,มอเตอร์ไซค์,สาทร,2023-04-04,4.63
22011,มอเตอร์ไซค์,บางนา,2022-08-26,4.35
22012,มอเตอร์ไซค์,บางนา,2024-03-24,4.31
22013,มอเตอร์ไซค์,บางกะปิ,2022-09-02,4.69
22014,มอเตอร์ไซค์,สาทร,2023-11-28,3.94
22015,จักรยาน,ลาดพร้าว,2023-10-16,5.0
22016,มอเตอร์ไซค์,วัฒนา,2024-03-27,4.25
22017,มอเตอร์ไซค์,สวนหลวง,2024-03-07,4.38
22018,มอเตอร์ไซค์,สวนหลวง,2023-09-17,3.86
22019,มอเตอร์ไซค์,บางกะปิ,2022-12-05,3.83
22020,รถยนต์,ดินแดง,2023-05-01,3.93
22021,มอเตอร์ไซค์,จตุจักร,2022-09-14,4.67
22022,มอเตอร์ไซค์,สวนหลวง,2023-10-09,5.0
22023,มอเตอร์ไซค์,คลองเตย,2024-07-18,4.52
22024,มอเตอร์ไซค์,บางกะปิ,2024-06-03,4.04
22025,มอเตอร์ไซค์,สาทร,2022-08-01,4.67
22026,มอเตอร์ไซค์,สวนหลวง,2023-11-29,4.61
22027,มอเตอร์ไซค์,สวนหลวง,2023-04-23,3.6
22028,มอเตอร์ไซค์,วัฒนา,2022-11-16,4.85
22029,มอเตอร์ไซค์,บางนา,2024-06-13,4.36
22030,มอเตอร์ไซค์,จตุจักร,2024-01-10,4.73
22031,จักรยาน,บางนา,2023-04-24,3.94
22032,มอเตอร์ไซค์,บางนา,2023-10-13,3.47
22033,มอเตอร์ไซค์,จตุจักร,2023-12-06,5.0
22034,มอเตอร์ไซค์,บางนา,2024-02-03,4.6
22035,มอเตอร์ไซค์,ห้วยขวาง,2022-09-06,3.58
22036,รถยนต์,บางรัก,2023-08-19,4.43
22037,มอเตอร์ไซค์,ห้วยขวาง,2022-09-03,5.0
22038,มอเตอร์ไซค์,สาทร,2022-11-23,4.32
22039,มอเตอร์ไซค์,ห้วยขวาง,2024-01-02,3.94
22040,มอเตอร์ไซค์,ห้วยขวาง,2023-12-10,4.05
22041,มอเตอร์ไซค์,คลองเตย,2023-11-12,4.92
22042,จักรยาน,คลองเตย,2022-12-23,4.33
22043,มอเตอร์ไซค์,สาทร,2023-12-02,4.2
22044,มอเตอร์ไซค์,สาทร,2022-10-31,4.77
22045,มอเตอร์ไซค์,ลาดพร้าว,2024-06-07,4.99
22046,มอเตอร์ไซค์,สวนหลวง,2023-02-12,4.66
22047,มอเตอร์ไซค์,บางนา,2024-02-07,3.65
22048,มอเตอร์ไซค์,คลองเตย,2022-08-25,4.22
22049,มอเตอร์ไซค์,สาทร,2022-12-24,4.64
22050,มอเตอร์ไซค์,ลาดพร้าว,2022-10-30,3.85
22051,มอเตอร์ไซค์,บางนา,2023-09-13,4.09
22052,มอเตอร์ไซค์,คลองเตย,2023-03-20,4.02
22053,มอเตอร์ไซค์,ลาดพร้าว,2024-07-04,4.66
22054,มอเตอร์ไซค์,จตุจักร,2022-06-07,4.7
22055,รถยนต์,จตุจักร,2023-11-26,4.26
22056,มอเตอร์ไซค์,วัฒนา,2023-11-06,5.0
22057,มอเตอร์ไซค์,ห้วยขวาง,2023-12-08,4.45
22058,มอเตอร์ไซค์,สาทร,2023-02-25,4.08
22059,มอเตอร์ไซค์,ห้วยขวาง,2024-06-19,3.94
22060,มอเตอร์ไซค์,บางกะปิ,2023-06-19,4.66
22061,มอเตอร์ไซค์,จตุจักร,2024-02-16,4.17
22062,มอเตอร์ไซค์,วัฒนา,2023-02-01,4.46
22063,มอเตอร์ไซค์,สาทร,2023-07-28,4.48
22064,มอเตอร์ไซค์,ห้วยขวาง,2023-10-31,4.63
22065,มอเตอร์ไซค์,บางนา,2023-02-10,4.74
22066,มอเตอร์ไซค์,บางรัก,2024-05-15,4.25
22067,รถยนต์,บางกะปิ,2024-06-07,3.72
22068,มอเตอร์ไซค์,ลาดพร้าว,2023-09-02,4.6
22069,มอเตอร์ไซค์,พญาไท,2024-07-07,4.74
22070,มอเตอร์ไซค์,จตุจักร,2023-05-27,4.17
22071,มอเตอร์ไซค์,ดินแดง,2022-09-28,4.47
22072,มอเตอร์ไซค์,คลองเตย,2023-12-11,4.53
22073,มอเตอร์ไซค์,ลาดพร้าว,2023-05-30,4.7
22074,มอเตอร์ไซค์,คลองเตย,2023-08-08,4.58
22075,จักรยาน,บางนา,2024-02-04,4.99
22076,มอเตอร์ไซค์,วัฒนา,2024-05-21,3.98
22077,มอเตอร์ไซค์,วัฒนา,2024-02-14,3.85
22078,มอเตอร์ไซค์,สวนหลวง,2023-03-03,4.24
22079,มอเตอร์ไซค์,พญาไท,2023-11-23,4.72
22080,มอเตอร์ไซค์,บางนา,2023-12-31,4.39
22081,มอเตอร์ไซค์,บางรัก,2022-11-18,4.26
22082,มอเตอร์ไซค์,ห้วยขวาง,2022-12-13,4.2
22083,มอเตอร์ไซค์,จตุจักร,2023-12-21,4.95
22084,จักรยาน,บางนา,2023-01-13,4.89
22085,มอเตอร์ไซค์,ห้วยขวาง,2022-12-21,4.07
22086,มอเตอร์ไซค์,บางกะปิ,2022-06-15,3.66
22087,มอเตอร์ไซค์,บางรัก,2023-11-04,4.0
22088,มอเตอร์ไซค์,บางนา,2022-07-08,4.68
22089,มอเตอร์ไซค์,ห้วยขวาง,2023-10-06,4.19
22090,มอเตอร์ไซค์,สวนหลวง,2023-12-02,4.95
22091,มอเตอร์ไซค์,บางนา,2023-03-23,4.22
22092,มอเตอร์ไซค์,ดินแดง,2022-10-01,4.71
22093,มอเตอร์ไซค์,สวนหลวง,2023-07-12,4.55
22094,มอเตอร์ไซค์,บางกะปิ,2022-09-10,4.65
22095,รถยนต์,พญาไท,2022-11-16,3.65
22096,มอเตอร์ไซค์,ลาดพร้าว,2022-09-21,4.38
22097,มอเตอร์ไซค์,บางนา,2022-10-02,4.84
