order_id,customer_id,zone,cuisine,order_time,delivered_time,distance_km,prep_min,subtotal,discount,delivery_fee,payment_type,weather,rating
905909,58418,นิมมาน ,กาแฟ,09/05/2025 08:55,2025-05-09 09:18:06,9.09,13.3,฿39,0,49,โอนผ่านแอป,ปกติ,5
914575,53890,หางดง,ญี่ปุ่น,2025-06-25 18:51:00,2025-06-25 19:17:12,4.53,13.5,฿371,0,30,บัตรเครดิต,ปกติ,4
917536,59420,สันกำแพง,ข้าวซอย,02/04/2025 13:38,2025-04-02 14:12:24,20.95,14.0,฿73,0,77,APP,ปกติ,3
900187,60681,ช้างคลาน,ข้าวซอย,03 May 2025 18:56,2025-05-03 19:26:42,2.98,10.8,฿35,0,27,เงินสด,ฝนตก,4
901018,55425,นิมมาน ,ปิ้งย่าง,2025-05-02 11:54:00,2025-05-02 12:25:00,8.02,14.4,฿281,30,39,โอนผ่านแอป,ปกติ,4
912387,52637,สันทราย,กาแฟ,17 May 2025 18:20,2025-05-17 18:42:36,4.67,11.7,฿58,0,28,โอนผ่านแอป,ปกติ,4
906473,50597,สันทราย,กาแฟ,30 Jun 2025 17:26,2025-06-30 17:36:48,1.8,11.8,฿56,0,20,เงินสด,ปกติ,5
923330,51474,สันทราย,ตามสั่ง,2025-04-12 18:06:00,2025-04-12 18:29:54,3.33,10.4,฿76,0,25,บัตรเครดิต,ปกติ,5
920790,51374,นิมมาน,ข้าวซอย,2025-05-07 10:27:00,2025-05-07 10:37:54,2.1,7.4,฿35,0,18,บัตรเครดิต,ปกติ,5
918130,56950,หางดง,ตามสั่ง,27/06/2025 13:28,2025-06-27 13:40:48,1.22,10.1,฿54,0,14,วอลเล็ต,ปกติ,5
915904,57699,หางดง,ปิ้งย่าง,23 May 2025 11:26,2025-05-23 11:51:00,7.98,7.7,฿254,44,39,โอนผ่านแอป,ปกติ,5
923156,59556,นิมมาน,ญี่ปุ่น,2025-06-29 17:23:00,2025-06-29 17:32:54,,10.3,฿311,0,21,โอนผ่านแอป,ปกติ,5
900988,55221,สันกำแพง,ตามสั่ง,2025-06-06 10:57:00,2025-06-06 11:12:42,1.67,13.8,฿86,0,22,APP,ปกติ,5
919936,61578,นิมมาน,ญี่ปุ่น,2025-05-30 12:13:00,2025-05-30 12:32:54,1.8,8.9,฿103,0,23,บัตรเครดิต,ปกติ,5
922577,50799,ช้างคลาน,ข้าวซอย,03/05/2025 12:12,2025-05-03 12:29:18,1.8,7.2,฿179,0,18,โอนผ่านแอป,ปกติ,5
902059,59066,สันทราย,ข้าวซอย,29/05/2025 11:52,2025-05-29 12:18:36,4.13,16.4,฿228,33,30,บัตรเครดิต,ปกติ,5
912514,57017,สันกำแพง,ญี่ปุ่น,2025-05-27 19:52:00,2025-05-27 20:10:18,4.05,10.1,฿137,0,27,โอนผ่านแอป,ปกติ,5
904265,58251,สันทราย,ญี่ปุ่น,2025-04-10 08:16:00,2025-04-10 08:38:24,,16.3,฿132,0,43,โอนผ่านแอป,ปกติ,4
920486,50885, สันกำแพง,ญี่ปุ่น,2025-06-18 12:48:00,2025-06-18 13:18:00,11.65,8.6,฿46,4,54,เงินสด,ปกติ,5
911232,59073,นิมมาน,ปิ้งย่าง,05 Apr 2025 12:49,2025-04-05 13:18:18,9.3,13.5,฿580,80,46,,ปกติ,4
919376,56452,สันทราย,ตามสั่ง,2025-05-28 11:04:00,2025-05-28 11:33:42,5.93,17.0,฿123,7,39,เงินสด,ปกติ,4
916374,56446,สันทราย,ข้าวซอย,22 May 2025 21:04,2025-05-22 21:28:24,1.19,13.2,฿43,5,17,โอนผ่านแอป,ฝนตก,5
916154,52693,แม่ริม,ข้าวซอย,12 Apr 2025 17:36,2025-04-12 18:19:36,24.33,5.5,฿143,0,90,โอนผ่านแอป,ฝนตก,3
911867,53918,แม่ริม,ญี่ปุ่น,2025-05-19 13:35:00,2025-05-19 14:01:06,10.3,15.0,฿314,21,46,เงินสด,ปกติ,4
903276,54550,สันทราย,ปิ้งย่าง,2025-04-29 10:16:00,2025-04-29 10:32:18,2.38,12.2,฿373,0,21,CASH,ปกติ,5
904187,58614,ช้างคลาน,ตามสั่ง,18/06/2025 10:43,2025-06-18 11:00:00,3.39,11.7,฿35,3,20,เงินสด,ปกติ,4
905614,57736,นิมมาน,ตามสั่ง,30/05/2025 12:48,2025-05-30 13:14:30,,13.2,฿42,0,34,บัตรเครดิต,ปกติ,4
904038,51358,หางดง,ปิ้งย่าง,29 Jun 2025 19:55,2025-06-29 20:10:48,1.62,15.1,฿185,0,19,เงินสด,ปกติ,5
919215,61694,สันทราย,ตามสั่ง,2025-05-30 10:37:00,2025-05-30 10:55:48,4.11,15.8,฿70,0,28,โอนผ่านแอป,ปกติ,5
921566,52379, หางดง,กาแฟ,08 May 2025 11:58,2025-05-08 12:16:06,1.46,6.2,฿62,0,23,บัตรเครดิต,ปกติ,5
901458,53920,แม่ริม,ของหวาน,17/04/2025 12:34,2025-04-17 12:57:18,4.5,12.0,฿135,0,30,เงินสด,ปกติ,5
901104,53664,สันกำแพง,ตามสั่ง,18 May 2025 18:28,2025-05-18 19:03:18,9.53,8.9,฿73,0,47,cash,ฝนตก,4
915314,52219,สันกำแพง ,ข้าวซอย,28/06/2025 20:09,2025-06-28 20:34:06,13.72,9.4,฿213,0,58,โอนผ่านแอป,ปกติ,5
909696,60662,นิมมาน,ตามสั่ง,16/05/2025 12:57,2025-05-16 13:21:18,4.98,14.1,฿41,8,30,โอนผ่านแอป,ปกติ,4
915073,53807,หางดง,กาแฟ,27/05/2025 20:44,2025-05-27 21:10:06,4.14,15.0,฿138,0,28,วอลเล็ต,ฝนตก,4
922873,57887,สันกำแพง,ตามสั่ง,18/05/2025 18:33,2025-05-18 19:11:54,14.3,17.1,฿45,0,59,APP,ปกติ,3
916588,52563,ช้างคลาน,ญี่ปุ่น,26/06/2025 10:44,2025-06-26 11:05:06,7.7,7.4,฿120,0,39,เงินสด,ปกติ,5
920635,51640,นิมมาน,กาแฟ,03 May 2025 08:49,2025-05-03 09:14:06,3.3,16.1,฿77,0,23,บัตรเครดิต,ฝนตก,5
902169,50916,ช้างคลาน ,ญี่ปุ่น,12/06/2025 18:29,2025-06-12 18:53:48,5.58,12.7,฿303,0,30,บัตรเครดิต,ปกติ,4
917685,53855,นิมมาน,ญี่ปุ่น,17 Jun 2025 13:20,2025-06-17 13:34:42,4.78,7.0,฿144,0,34,โอนผ่านแอป,ปกติ,5
914210,59216,แม่ริม,ตามสั่ง,23 May 2025 12:45,2025-05-23 13:10:42,4.26,19.2,฿43,10,31,เงินสด,ปกติ,5
904624,58897,นิมมาน,ข้าวซอย,04 May 2025 09:12,2025-05-04 09:28:48,5.42,9.0,฿48,0,35,บัตรเครดิต,ปกติ,5
902419,51869,หางดง,ปิ้งย่าง,2025-05-17 12:04:00,2025-05-17 12:21:36,2.49,6.4,฿394,0,24,โอนผ่านแอป,ปกติ,5
923759,53089,นิมมาน,ญี่ปุ่น,2025-06-29 08:31:00,2025-06-29 08:56:30,5.44,7.4,฿164,40,29,โอนผ่านแอป,ฝนตก,4
904077,51178,นิมมาน,ของหวาน,16/04/2025 17:20,2025-04-16 17:37:42,2.99,5.9,฿77,0,29,เงินสด,ฝนตก,5
908865,50653,ช้างคลาน ,ข้าวซอย,19/06/2025 19:34,2025-06-19 19:53:36,2.67,6.2,฿43,0,20,CASH,ฝนตก,5
914016,52559,หางดง,ข้าวซอย,07 Jun 2025 11:53,2025-06-07 12:15:24,1.24,9.6,฿123,0,26,โอนผ่านแอป,ปกติ,5
921073,58903,ช้างคลาน,ข้าวซอย,05/05/2025 12:24,2025-05-05 12:52:48,7.96,9.5,฿47,10,45,บัตรเครดิต,ปกติ,4
922117,56581,หางดง,กาแฟ,21/05/2025 12:45,2025-05-21 13:07:18,2.86,10.0,฿104,18,25,บัตรเครดิต,ปกติ,5
913688,54143,ช้างคลาน,ปิ้งย่าง,2025-05-29 18:55:00,2025-05-29 19:21:18,8.04,9.2,฿202,18,42,เงินสด,ปกติ,4
923561,53570,ช้างคลาน,ของหวาน,01 Jun 2025 11:49,2025-06-01 12:15:30,3.39,16.0,฿75,0,23,บัตรเครดิต,ปกติ,4
921006,55467,สันทราย,ญี่ปุ่น,27/05/2025 20:52,2025-05-27 21:11:42,2.3,11.5,฿245,0,22,โอนผ่านแอป,ฝนตก,4
917519,57596,นิมมาน,ของหวาน,24/05/2025 20:54,2025-05-24 21:16:54,,12.4,฿100,0,20,บัตรเครดิต,ฝนตก,5
914194,53711, หางดง,ญี่ปุ่น,17 Apr 2025 17:39,2025-04-17 17:54:18,3.16,7.0,฿43,0,28,โอนผ่านแอป,ปกติ,5
908197,53761,แม่ริม,ปิ้งย่าง,06/06/2025 09:58,2025-06-06 10:26:00,10.4,8.2,฿184,0,47,เงินสด,ฝนตก,5
905999,53520,แม่ริม,ของหวาน,2025-04-14 10:49:00,2025-04-14 11:17:48,14.14,16.6,฿76,0,64,โอนผ่านแอป,ปกติ,5
914274,54437,หางดง,ปิ้งย่าง,31 May 2025 12:25,2025-05-31 12:50:18,4.22,8.3,฿875,140,27,เงินสด,ปกติ,5
902557,50575,นิมมาน,ข้าวซอย,26 Apr 2025 12:23,2025-04-26 12:50:54,6.69,15.5,฿37,3,41,เงินสด,ปกติ,5
903828,53175, สันกำแพง,ตามสั่ง,23 Jun 2025 12:19,2025-06-23 12:47:48,,9.8,฿204,0,46,โอนผ่านแอป,ปกติ,3
921401,61467,แม่ริม,ปิ้งย่าง,26 May 2025 20:50,2025-05-26 21:14:36,13.49,7.5,฿224,0,57,บัตรเครดิต,ปกติ,5
918197,52539,ช้างคลาน,ข้าวซอย,2025-04-28 09:19:00,2025-04-28 09:37:48,5.78,10.8,฿93,0,32,,ปกติ,5
911218,53948,หางดง,ตามสั่ง,11/06/2025 13:24,2025-06-11 13:39:18,4.18,7.7,฿77,4,28,โอนผ่านแอป,ปกติ,5
906293,60195,ช้างคลาน,ญี่ปุ่น,19 Jun 2025 18:00,2025-06-19 18:24:00,4.98,11.7,฿158,0,29,โอนผ่านแอป,ปกติ,5
911943,61663, ช้างคลาน,กาแฟ,2025-04-08 11:05:00,2025-04-08 11:29:06,5.37,13.4,฿113,0,38,บัตรเครดิต,ปกติ,5
904543,52132,หางดง,ข้าวซอย,10/05/2025 19:47,2025-05-10 19:58:18,2.6,5.3,฿140,14,19,โอนผ่านแอป,ปกติ,5
923309,54109,นิมมาน,ข้าวซอย,21 Jun 2025 17:49,2025-06-21 18:05:06,2.83,14.9,฿172,24,27,โอนผ่านแอป,ปกติ,5
915199,57657,นิมมาน,กาแฟ,28/06/2025 11:07,2025-06-28 11:34:24,4.28,5.6,฿35,0,32,โอนผ่านแอป,ฝนตก,5
911392,53123, นิมมาน,ตามสั่ง,01 May 2025 19:14,2025-05-01 19:40:54,2.92,14.8,฿112,0,28,โอนผ่านแอป,ฝนตก,4
923825,53397,แม่ริม ,ข้าวซอย,18/04/2025 19:23,2025-04-18 19:49:30,6.43,14.8,฿52,7,41,โอนผ่านแอป,ฝนตก,5
908940,57124, สันทราย,ของหวาน,29 Jun 2025 12:29,2025-06-29 12:49:12,1.75,11.8,฿100,0,22,โอนผ่านแอป,ปกติ,5
923323,57879,สันทราย,ตามสั่ง,2025-05-16 11:03:00,2025-05-16 11:29:12,4.88,10.9,฿94,0,31,โอนผ่านแอป,ปกติ,4
922461,55903,หางดง,ข้าวซอย,16 Apr 2025 08:44,2025-04-16 09:10:24,8.29,16.4,฿35,5,42,วอลเล็ต,ปกติ,4
907473,50340,หางดง,ญี่ปุ่น,15 Apr 2025 20:41,2025-04-15 20:53:12,,7.6,฿91,0,27,โอนผ่านแอป,ปกติ,5
915855,56428,ช้างคลาน,กาแฟ,19/05/2025 19:08,2025-05-19 19:22:18,2.69,15.1,฿35,0,29,โอนผ่านแอป,ปกติ,5
921213,59939,หางดง,ปิ้งย่าง,07/05/2025 09:17,2025-05-07 09:38:42,8.39,11.3,฿534,0,41,เงินสด,ปกติ,5
918076,56649,สันกำแพง,ญี่ปุ่น,06 Jun 2025 10:19,2025-06-06 10:55:48,23.01,9.2,฿106,0,80,บัตรเครดิต,ปกติ,3
905192,53781, สันกำแพง,กาแฟ,11 Apr 2025 09:28,2025-04-11 09:43:54,4.1,15.2,฿55,0,25,โอนผ่านแอป,ปกติ,5
922047,51991,สันกำแพง,ข้าวซอย,10 May 2025 11:08,2025-05-10 11:39:06,2.13,16.3,฿50,0,19,โอนผ่านแอป,ฝนตก,4
902903,60825,หางดง,กาแฟ,04 Jun 2025 12:56,2025-06-04 13:16:06,1.36,11.0,฿89,12,18,วอลเล็ต,ปกติ,5
909279,55928,นิมมาน,ข้าวซอย,27 Apr 2025 19:23,2025-04-27 19:37:54,2.08,13.4,฿46,0,24,โอนผ่านแอป,ปกติ,5
921457,50364,หางดง ,ของหวาน,2025-05-28 17:17:00,2025-05-28 17:35:18,4.09,11.4,฿97,0,32,วอลเล็ต,ปกติ,5
909250,60899,ช้างคลาน,ตามสั่ง,2025-05-12 13:16:00,2025-05-12 13:30:00,3.0,9.0,฿70,0,30,บัตรเครดิต,ปกติ,5
918723,59668,นิมมาน,ข้าวซอย,2025-04-14 11:26:00,2025-04-14 11:45:42,0.85,11.4,฿99,0,17,โอนผ่านแอป,ปกติ,5
921501,61162,หางดง,ตามสั่ง,08 Apr 2025 18:35,2025-04-08 19:00:54,3.17,14.0,฿137,0,22,cash,ปกติ,5
907053,59564, สันทราย,ข้าวซอย,22/04/2025 11:35,2025-04-22 11:59:30,7.5,9.1,฿60,0,39,เงินสด,ปกติ,5
919893,51828,สันทราย,ปิ้งย่าง,2025-04-10 13:05:00,2025-04-10 13:23:54,3.04,8.1,฿35,0,34,โอนผ่านแอป,ฝนตก,5
906325,53266,ช้างคลาน,ตามสั่ง,2025-04-05 18:31:00,2025-04-05 18:47:18,0.88,4.8,฿46,0,17,โอนผ่านแอป,ปกติ,4
902690,60940,สันทราย,ตามสั่ง,22/04/2025 11:41,2025-04-22 12:08:06,3.1,18.3,฿176,17,28,,ปกติ,3
917140,54729,สันทราย,ปิ้งย่าง,22 Apr 2025 21:08,2025-04-22 21:27:00,6.55,11.9,฿389,0,39,เงินสด,ปกติ,5
915627,60771,แม่ริม,ข้าวซอย,21 Apr 2025 11:10,2025-04-21 11:45:00,15.73,6.6,฿71,0,69,,ปกติ,3
911115,53387,สันกำแพง,ปิ้งย่าง,14/06/2025 13:39,2025-06-14 14:06:36,7.49,11.5,฿704,0,39,บัตรเครดิต,ฝนตก,2
917446,52922,ช้างคลาน,ญี่ปุ่น,11 May 2025 11:32,2025-05-11 11:54:06,4.88,5.2,฿298,53,32,โอนผ่านแอป,ปกติ,5
915685,61959,สันทราย,ข้าวซอย,2025-04-21 12:11:00,2025-04-21 12:38:24,3.69,13.6,฿49,0,27,วอลเล็ต,ปกติ,5
908761,56003,แม่ริม,ข้าวซอย,26 May 2025 12:39,2025-05-26 13:08:36,10.15,10.0,฿62,15,49,บัตรเครดิต,ปกติ,4
917423,61837,นิมมาน,ญี่ปุ่น,26 Jun 2025 13:28,2025-06-26 13:47:12,8.74,8.7,฿201,30,48,โอนผ่านแอป,ปกติ,5
922632,52605,ช้างคลาน,ข้าวซอย,2025-05-18 17:15:00,2025-05-18 17:29:18,2.59,15.8,฿136,0,25,โอนผ่านแอป,ปกติ,5
917931,53379,นิมมาน,ของหวาน,08 Jun 2025 12:54,2025-06-08 13:19:36,5.59,12.5,฿35,6,31,เงินสด,ปกติ,5
915458,52411,ช้างคลาน,กาแฟ,2025-05-06 10:53:00,2025-05-06 11:12:36,5.94,10.3,฿219,0,34,เงินสด,ปกติ,5
907702,56012,หางดง,กาแฟ,15/04/2025 10:18,2025-04-15 10:32:54,2.6,11.6,฿146,0,19,เงินสด,ปกติ,5
911049,56664,สันกำแพง,ตามสั่ง,03/04/2025 10:54,2025-04-03 11:09:36,6.89,7.3,฿112,0,41,โอนผ่านแอป,ปกติ,5
904074,57564,สันกำแพง,ตามสั่ง,2025-05-02 12:47:00,2025-05-02 13:13:18,6.67,12.6,฿75,0,40,เงินสด,ปกติ,5
923640,60987, แม่ริม,ข้าวซอย,2025-04-07 19:27:00,2025-04-07 19:54:24,,16.8,฿50,11,53,เงินสด,ปกติ,5
907653,57313,สันทราย,ของหวาน,2025-06-17 17:03:00,2025-06-17 17:21:42,5.68,10.7,฿92,0,-30,โอนผ่านแอป,ปกติ,5
916256,50866,นิมมาน,ตามสั่ง,09/06/2025 19:50,2025-06-09 20:15:06,3.93,11.6,฿91,0,30,CASH,ฝนตก,5
912872,54606,หางดง,ตามสั่ง,01 Jun 2025 21:03,2025-06-01 21:20:42,2.68,5.2,฿64,0,22,โอนผ่านแอป,ฝนตก,5
908488,58272,ช้างคลาน,ของหวาน,2025-04-03 13:33:00,2025-04-03 13:46:42,3.63,4.4,฿109,0,22,โอนผ่านแอป,ปกติ,5
910707,61969,ช้างคลาน,ข้าวซอย,24/04/2025 19:44,2025-04-24 20:01:54,4.74,10.3,฿35,0,30,บัตรเครดิต,ปกติ,5
904846,52663,นิมมาน,ญี่ปุ่น,15/04/2025 12:13,2025-04-15 12:34:48,5.3,9.2,฿337,0,33,เงินสด,ปกติ,5
903568,56927,นิมมาน,กาแฟ,2025-06-09 09:18:00,2025-06-09 09:35:42,2.13,18.5,฿68,13,26,เงินสด,ปกติ,5
909535,55909,หางดง,ตามสั่ง,14 Jun 2025 13:12,2025-06-14 13:35:12,9.63,13.2,฿97,0,50,เงินสด,ปกติ,4
903380,54380,สันทราย,ตามสั่ง,05/04/2025 11:23,2025-04-05 11:43:36,1.75,9.7,฿35,4,21,บัตรเครดิต,ปกติ,5
901909,53269,หางดง,ของหวาน,24/04/2025 18:20,2025-04-24 18:47:42,7.66,14.2,฿68,0,38,เงินสด,ปกติ,5
909918,58513,แม่ริม ,ญี่ปุ่น,25/06/2025 08:00,2025-06-25 08:28:18,18.39,8.8,฿162,19,73,บัตรเครดิต,ปกติ,5
915504,52269,หางดง,ตามสั่ง,27 May 2025 10:23,2025-05-27 10:40:24,5.74,8.6,฿35,5,34,วอลเล็ต,ปกติ,5
913584,59926,ช้างคลาน,ปิ้งย่าง,23 Jun 2025 18:15,2025-06-23 18:42:00,3.48,15.2,฿35,0,27,วอลเล็ต,ปกติ,4
904129,60377,หางดง,ข้าวซอย,2025-05-08 17:00:00,2025-05-08 17:11:54,2.91,8.2,฿35,0,28,โอนผ่านแอป,ปกติ,5
922706,51006,นิมมาน,กาแฟ,05/04/2025 13:33,2025-04-05 13:51:06,3.12,16.8,฿92,13,21,บัตรเครดิต,ปกติ,5
919891,55632,ช้างคลาน,ข้าวซอย,22 Jun 2025 12:11,2025-06-22 12:30:30,2.52,10.3,฿81,0,29,เงินสด,ปกติ,5
903338,50985,สันทราย,กาแฟ,18 Jun 2025 09:37,2025-06-18 10:00:06,6.99,14.2,฿35,0,35,โอนผ่านแอป,ปกติ,4
921012,57423,หางดง,ข้าวซอย,2025-05-22 19:12:00,2025-05-22 19:27:36,2.16,11.3,฿186,0,21,เงินสด,ปกติ,5
914544,54887,สันกำแพง,ตามสั่ง,2025-05-06 18:42:00,2025-05-06 19:10:18,11.41,8.6,฿35,0,49,วอลเล็ต,ปกติ,4
914031,57458,นิมมาน,กาแฟ,2025-05-08 09:02:00,2025-05-08 09:21:42,6.11,13.1,฿45,0,35,โอนผ่านแอป,ปกติ,4
914000,52299,ช้างคลาน,กาแฟ,18/05/2025 09:29,2025-05-18 09:47:06,4.53,11.8,฿114,28,30,เงินสด,ปกติ,5
923663,57006,หางดง,ข้าวซอย,16 Jun 2025 18:23,2025-06-16 18:44:54,4.26,7.6,฿89,0,30,เงินสด,ปกติ,5
905489,57862,หางดง ,ตามสั่ง,2025-05-26 18:11:00,2025-05-26 18:31:42,0.89,11.2,฿108,0,22,โอนผ่านแอป,ปกติ,5
903747,50717,แม่ริม,ตามสั่ง,04 May 2025 11:57,2025-05-04 12:26:12,8.75,14.9,฿162,31,38,โอนผ่านแอป,ปกติ,5
911171,53952,นิมมาน,ข้าวซอย,17 Jun 2025 12:40,2025-06-17 13:02:24,1.36,8.1,฿201,0,18,เงินสด,ฝนตก,5
907816,54475,นิมมาน,ข้าวซอย,2025-05-09 11:28:00,2025-05-09 11:48:18,2.71,9.1,฿50,0,27,cash,ปกติ,5
909263,60996,สันทราย,ญี่ปุ่น,24 Apr 2025 08:06,2025-04-24 08:25:00,10.45,4.0,฿75,0,44,โอนผ่านแอป,ปกติ,5
916632,57932,ช้างคลาน,ของหวาน,20 May 2025 17:55,2025-05-20 18:23:06,7.12,10.9,฿46,0,35,โอนผ่านแอป,ฝนตก,4
922531,59790,ช้างคลาน,ของหวาน,2025-04-11 18:10:00,2025-04-11 18:43:42,6.04,9.3,฿54,0,36,เงินสด,ฝนตก,3
922710,57453,ช้างคลาน ,ข้าวซอย,28/06/2025 19:45,2025-06-28 20:01:54,4.31,14.4,฿35,0,30,เงินสด,ปกติ,5
900409,53163,สันทราย,ข้าวซอย,06 May 2025 10:32,2025-05-06 10:51:00,7.63,10.8,฿35,0,38,บัตรเครดิต,ปกติ,5
906787,50642,นิมมาน,ญี่ปุ่น,2025-06-04 12:56:00,2025-06-04 13:19:30,4.53,12.2,฿244,0,28,วอลเล็ต,ปกติ,4
918744,50724,แม่ริม,ข้าวซอย,27 Apr 2025 12:25,2025-04-27 12:54:00,5.49,7.9,฿66,0,35,โอนผ่านแอป,ฝนตก,5
915792,53597,หางดง ,ตามสั่ง,01 Jun 2025 21:49,2025-06-01 22:10:36,8.1,13.9,฿53,0,36,เงินสด,ปกติ,4
912178,56535,สันกำแพง,ข้าวซอย,11 Jun 2025 18:56,2025-06-11 19:28:18,9.36,14.8,฿47,0,40,บัตรเครดิต,ปกติ,2
915899,53705,นิมมาน,ข้าวซอย,12 Apr 2025 18:10,2025-04-12 18:32:00,5.16,8.9,฿57,8,32,วอลเล็ต,ปกติ,5
920788,57791,ช้างคลาน,ข้าวซอย,05 May 2025 11:31,2025-05-05 11:52:00,4.76,7.9,฿166,13,28,บัตรเครดิต,ปกติ,5
900038,58549,ช้างคลาน,ของหวาน,14/06/2025 21:27,2025-06-14 21:37:42,2.45,11.3,฿65,0,27,โอนผ่านแอป,ปกติ,5
916325,51826,หางดง,ปิ้งย่าง,26/04/2025 11:38,2025-04-26 12:07:06,6.99,10.9,฿346,0,39,วอลเล็ต,ปกติ,4
900539,61556,นิมมาน,ตามสั่ง,12/06/2025 18:38,2025-06-12 19:00:06,3.01,7.5,฿42,0,25,โอนผ่านแอป,ปกติ,5
913644,52233,หางดง,ข้าวซอย,2025-04-03 19:23:00,2025-04-03 19:44:06,,12.9,฿170,0,41,เงินสด,ปกติ,5
909764,57627,ช้างคลาน,ญี่ปุ่น,27 Jun 2025 21:15,2025-06-27 21:28:00,2.89,11.7,฿43,10,23,,ปกติ,5
900884,50087,นิมมาน,ญี่ปุ่น,2025-06-22 21:33:00,2025-06-22 21:46:00,3.73,5.7,฿126,0,30,บัตรเครดิต,ปกติ,5
909678,61343,สันกำแพง,ข้าวซอย,25/06/2025 13:09,2025-06-25 13:39:06,6.43,14.1,฿35,2,37,วอลเล็ต,ฝนตก,4
923535,50270,แม่ริม,ตามสั่ง,12/06/2025 11:58,2025-06-12 12:22:36,5.62,6.6,฿124,0,26,โอนผ่านแอป,ปกติ,3
901080,54781,ช้างคลาน,ตามสั่ง,10/05/2025 17:03,2025-05-10 17:26:06,10.01,6.7,฿74,0,42,โอนผ่านแอป,ปกติ,5
922053,54054,ช้างคลาน,ข้าวซอย,2025-04-17 17:18:00,2025-04-17 17:34:30,4.29,13.2,฿35,5,32,โอนผ่านแอป,ปกติ,5
904340,55473,ช้างคลาน,ปิ้งย่าง,2025-05-01 12:19:00,2025-05-01 12:39:30,4.56,6.5,฿248,0,27,โอนผ่านแอป,ปกติ,4
903012,56318,ช้างคลาน,ข้าวซอย,21/06/2025 11:43,2025-06-21 12:05:06,3.53,10.1,฿84,0,26,โอนผ่านแอป,ปกติ,5
921282,60546,แม่ริม ,ตามสั่ง,30 May 2025 18:18,2025-05-30 18:42:30,4.08,10.0,฿35,8,28,บัตรเครดิต,ปกติ,5
903049,57492,หางดง ,ตามสั่ง,02 Jun 2025 19:53,2025-06-02 20:12:12,1.25,4.0,฿81,0,22,โอนผ่านแอป,ฝนตก,5
914152,52717,แม่ริม,ข้าวซอย,2025-06-23 12:56:00,2025-06-23 13:21:24,6.14,13.6,฿84,0,34,เงินสด,ปกติ,4
907880,50297,นิมมาน,ปิ้งย่าง,24/06/2025 18:28,2025-06-24 18:51:36,,14.4,฿313,0,25,,ปกติ,5
907040,54293,นิมมาน,กาแฟ,04 Apr 2025 17:40,2025-04-04 17:56:06,2.58,13.7,฿35,7,25,โอนผ่านแอป,ปกติ,5
906587,50735,หางดง,ข้าวซอย,2025-04-30 12:49:00,2025-04-30 13:14:30,,11.6,฿35,4,38,cash,ปกติ,5
909516,56056,นิมมาน ,ตามสั่ง,2025-06-20 20:53:00,2025-06-20 21:03:12,0.72,10.3,฿86,0,16,บัตรเครดิต,ปกติ,5
909763,55081,นิมมาน,กาแฟ,10/06/2025 09:13,2025-06-10 09:28:12,3.79,11.6,฿96,19,26,บัตรเครดิต,ปกติ,5
908127,52383,นิมมาน,ปิ้งย่าง,15/04/2025 12:07,2025-04-15 12:35:54,6.53,16.0,฿851,0,35,โอนผ่านแอป,ปกติ,4
913971,59609,หางดง,ปิ้งย่าง,2025-05-14 09:31:00,2025-05-14 09:45:48,3.72,12.1,฿284,26,27,เงินสด,ปกติ,5
905011,53966,หางดง,กาแฟ,22/04/2025 12:47,2025-04-22 13:09:42,3.48,12.0,฿64,0,32,โอนผ่านแอป,ปกติ,5
913931,56692,หางดง,ปิ้งย่าง,26 May 2025 20:22,2025-05-26 20:41:36,6.23,13.9,฿487,0,36,โอนผ่านแอป,ปกติ,5
917356,51730,แม่ริม,ญี่ปุ่น,2025-05-23 13:37:00,2025-05-23 14:02:18,11.73,12.8,฿378,0,51,บัตรเครดิต,ปกติ,5
904490,54011,หางดง ,ข้าวซอย,2025-06-21 09:22:00,2025-06-21 09:37:12,2.82,15.4,฿43,7,24,เงินสด,ปกติ,5
908016,55331,นิมมาน,ตามสั่ง,13 Apr 2025 11:41,2025-04-13 12:11:24,8.09,16.2,฿266,0,43,APP,ปกติ,4
907536,55349,สันทราย,ญี่ปุ่น,23/04/2025 12:48,2025-04-23 13:07:48,3.16,7.6,฿35,0,24,APP,ปกติ,5
904854,51529,นิมมาน,ตามสั่ง,2025-06-08 11:39:00,2025-06-08 12:02:24,2.42,14.3,฿230,0,17,บัตรเครดิต,ปกติ,4
917079,57538,หางดง,ตามสั่ง,13 Jun 2025 12:34,2025-06-13 12:53:12,2.09,7.7,฿48,0,17,โอนผ่านแอป,ปกติ,5
916705,54324,สันทราย,ตามสั่ง,2025-05-28 08:38:00,2025-05-28 08:55:30,3.67,12.2,฿138,0,23,โอนผ่านแอป,ปกติ,5
920363,57061,สันทราย,ตามสั่ง,11 May 2025 19:15,2025-05-11 19:30:54,2.64,14.8,฿68,11,29,เงินสด,ปกติ,5
916876,55151,หางดง,กาแฟ,2025-05-09 13:55:00,2025-05-09 14:13:00,6.97,9.4,฿65,0,37,,ปกติ,5
912577,57810,ช้างคลาน,ญี่ปุ่น,2025-04-01 18:09:00,2025-04-01 18:40:30,2.49,14.7,฿53,0,22,,ฝนตก,4
920410,51987, สันกำแพง,ตามสั่ง,2025-04-27 10:11:00,2025-04-27 10:33:18,7.88,17.7,฿117,0,40,โอนผ่านแอป,ปกติ,4
